Index,Name,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
2637,Estelle Shirbonp,132273.75,10800.8125,5,4,4,2,1.125,5.375,5.835,3.125,2,827.64,34.53681537,304.5,144.7013122,122.9268302,651.86453,Standard
2638,Estelle Shirbonr,73066.625,6124.885419,6,7.5,12,5.5,31.75,17.8125,19.5175,9.1875,0,2221.185,34.08643577,125,122.5005377,61.59124122,482.6348874,Poor
2639,Estelle Shirbons,49131.42,3864.285,9,9,25,7,29.5,21.625,18.65,10.5,0,4552.04,32.42369954,109.625,165.2963083,79.61434189,286.0982679,Poor
2640,Estelle Shirbonu,48008.07,4135.6725,7,5,17,9,31,14.625,25.74,14.5,0,3532.09,31.98095404,86.5,285.0989123,46.86147908,265.4639154,Poor
2641,Estelle Shirbony,66571.1,5511.591667,2,1,2,3,0.875,11.75,7.745,0,2,1354.15,33.82116384,191.5,86.95203201,46.99549553,540.9201087,Good
2642,Estellec,22582.475,1929.872917,6.5,6.5,16.5,3.5,33.3125,19.5,18.55,6.6875,0,2206.17,30.87394387,223,26.9617603,37.56252904,310.0419434,Standard
2643,Estelled,65588.1,4875.837103,7,4,11,3,21.625,19.875,8.33,0,2,1292.14,30.22677801,371.5,546.9034129,34.5388919,403.1227905,Good
2644,Estelleg,40646.19,3276.1825,3,7,6,0,14.5,5.625,5.02,5.5,2,534.4,32.64622927,264.5,0,26.30800267,402.1134764,Standard
2645,Estellei,79320.89,6499.074167,8.0625,5.5625,22.5,6,12.5,15.125,7.1775,5.375,0,1714.235,33.5672697,197,248.9528498,77.27494633,370.4162815,Standard
2646,Estellej,32198.23,2862.185833,5,5,10,5,30.125,11,17.52,10.5,1,857.14,30.65019784,163.5,126.4786618,36.51313379,291.2509187,Standard
2647,Estellen,16105.7,1217.141667,6,3,14,3,8.25,17.875,20.825,8.375,1,640.77,29.99492769,143.625,24.6283007,37.42553874,288.8800267,Standard
2648,Estellep,28949.6,2554.466667,3,5,2,3,12,9.5,2.2,7.75,2,405.51,30.093172,350.5,51.26711955,35.53669731,327.4613621,Good
2649,Estelles,93106.05,7629.8375,0,4,3,0,15.625,8,9.335,1.5,2,1454.68,36.40895723,214.5,0,74.93673132,635.790803,Good
2650,Estellet,45113.63,3852.469167,6.5,8,17.5,2.5,28.5,10.6875,17.82,7.3125,1,1730.9,30.13324665,263.5625,53.15357456,64.76331689,426.427855,Poor
2651,Estellew,31122.32,2299.526667,0,3,6,3,3.375,6.5,8.72,1,2,701.97,30.01260129,376.5,56.10548709,22.74823779,336.5701777,Good
2652,Ethan Bilbyi,37643.59,3225.965833,8,5.5,28,6.5,38.0625,18.375,7.75,12.6875,0,2525.315,31.6833541,203.5,128.9678371,80.98176981,247.4019661,Poor
2653,Ethan Bilbyr,29827.76,2385.646667,8,8,16,5,28,21.625,16.435,6,0,3376.44,26.93666278,139.5,118.9429454,51.92376569,251.5433664,Poor
2654,Ethan Bilbys,65641.56,5425.13,3.5,4.5,5.5,0,5.875,8.375,7.105,3.5,2,681.515,35.36435904,280,0,80.78990688,540.0195465,Good
2655,Ethan Bilbyw,37457.055,2857.220347,3.5,2,4,2,5.75,3.6875,7.72,3.25,2,815.505,33.66603461,326.5,199.1027224,42.15165565,388.6919026,Good
2656,Ethanj,44264.41,3755.700833,3,3,6,2,11.75,2.125,9.535,3,2,1312.23,34.01629108,220.5,40.48242382,136.3255742,328.7992321,Good
2657,Euan Rochaa,55335.465,4343.826137,5.5,4.5,14.5,2.5,26.1875,8.5625,12.9925,6.5,1,1777.18,31.42271393,165.5,225.9403887,68.44536236,428.6087494,Good
2658,Euan Rochab,19147.2,1692.6,3,5,5,0,6.625,19,9,0,1,1347.02,35.78772298,325.5,0,20.53933241,347.0353408,Poor
2659,Euan Rochac,35771.08,3024.923333,4,4,10,4,5.375,11.875,1.355,2.375,1,1081.2,31.45199088,346.5,60.84621615,28.71516817,328.0022473,Standard
2660,Euan Rochai,94511.79,7717.9825,5,3,9,0,1.5,8.75,7.29,0,2,1315.6,33.32919228,221.5,0,101.0140736,711.0603253,Good
2661,Euan Rochao,85742.82,6666.776733,2,2,1,2,0,2,5.115,4.875,2,1253.52,30.20093525,206.5,553.8207444,126.4655057,399.75244,Good
2662,Euan Rochap,18290.03,1454.169167,8,7,16,5,32.75,20.75,16.61,10.5,0,4107.9,30.86685513,152.5,66.31045608,30.92470877,274.8806408,Poor
2663,Euan Rochau,113829.84,9463.32,5.25,6.75,9.5,4,20.8125,12.8125,9.945,3.6875,2,781.885,32.38946703,371.5,262.0902593,139.2043286,489.9535482,Good
2664,Euan Rochav,44423.16,3825.93,5,4,20,3,17.25,8.125,10.435,3.5,1,1149.63,33.02611476,329.875,57.48554837,29.08722347,458.7799197,Standard
2665,Euan Rochaz,21783.655,1846.804583,8,5.5,19,2,32.8125,17,14.92,6.5,1,888.885,32.41881045,82.5625,23.36606467,45.04172352,318.7657006,Poor
2666,Euanc,9122.945,757.0060096,7,5,29,8,40.125,20,28.55,14.75,0,4167.46,34.08090008,17.5,51.34342371,0,256.0550597,Poor
2667,Euanh,63661.6,5598.133333,3,5,16,2,20.5,8.375,1.78,1,1,1167.2,33.12467216,335.5,69.43553038,41.62272351,507.5497605,Standard
2668,Euani,9394.66,593.8883333,7,6,34,6,20.5,18.375,4.455,9.375,0,1686.78,33.9579748,80.5,33.21948646,0,266.4486759,Poor
2669,Euank,58367.36,4921.946667,5,4,5,2,5,10.5,11.64,4.625,1,1339.95,31.48864787,203.5,55.5815032,93.36479275,468.5433882,Poor
2670,Euann,35300.5,2972.708333,3,5,14,4,13.375,12.25,11.205,5.75,1,404.81,28.56581063,168.625,106.1040777,69.01844843,294.0860053,Standard
2671,Euanp,33559.26,2732.605,6,8,20,3,16,20.5,15.71,12,0,2115.47,29.66587038,104.5,77.7638581,40.52015857,318.854126,Poor
2672,Euanq,29715.16,2142.118391,4,6,16,5,17,9,14.315,6,1,1036.03,28.5929283,236.5,218.939436,26.77066406,303.8046601,Standard
2673,Euant,47732.88,3821.74,6,7,26,2,8.125,9.75,10.25,7.5,1,1558.93,32.1776822,160.5,46.47119698,50.54395448,458.1529642,Poor
2674,Euanv,81935.42,6867.951667,5,4,9,1,4.875,12.375,9.735,2.625,2,625.32,36.12399409,257.5,66.45771045,50.61162634,591.0058826,Poor
2675,Europeanx,15419.66,1451.971667,4,5,24,7,19.875,10.75,17.1,10,1,1852.93,30.83369994,158.5,75.57783969,62.1041312,236.2047686,Poor
2676,Eva Kuehnena,19980.36,1506.03,4,3,6,3,29.75,9.25,18.315,8,1,1477.83,33.69815654,265.5,25.80543921,55.30336711,291.0409026,Good
2677,Eva Kuehnenb,28560.71,2444.059167,4,7,12,1,3.875,9.875,8.79,2,2,24.57,34.03845465,338.5,13.79706265,31.55509014,413.486418,Standard
2678,Eva Kuehnenf,17143.76,1451.646667,8,8,15,8,37.625,17.875,22.515,13.875,0,3266.57,33.57765438,32.5,75.58541391,18.40580637,261.0874213,Poor
2679,Eva Kuehnenh,20758.37,1458.864167,0,5,11,4,27,9,10.41,3.875,2,1328.24,32.02247273,376.625,53.70497001,22.80830973,281.8622352,Poor
2680,Eva Kuehnenl,57136.44,4954.37,9,6,27,6,16.75,21.125,25.39,9.5,0,3811.31,30.58240706,24.5,234.1594872,34.91554729,315.985036,Poor
2681,Eva Kuehnenm,25838.55,2163.2125,4,3,15,1,25.75,15.125,10.73,2,1,6.41,33.83416833,293.5,21.34436196,97.32008414,303.6962712,Standard
2682,Eva Kuehnenn,8375.46,531.955,7,5,10,4,16.625,8,16.785,4.5,1,1885.89,34.94754094,65.5,16.29125232,0,273.3974257,Poor
2683,Eva Kuehneno,46046.14,3870.678333,5,3.5,12,2.5,26.1875,14.6875,8.6875,5,2,471.595,33.94476566,239.5625,56.41435743,45.66363691,400.6624788,Good
2684,Eva Kuehnenp,41296.025,3562.335417,7,7,17.5,5.5,17.8125,18.8125,8.3825,7.625,0,1197.66,32.26322319,203.5,86.68344707,64.78140049,362.9991744,Poor
2685,Eva Kuehnent,57877.95,4531.1625,8,10,15,5,16.25,12.25,13.61,11.5,1,1805.92,31.42555081,236.5,204.4724626,79.98601611,257.5576128,Poor
2686,Eva Kuehnenu,130591.34,10887.11167,2.75,5.75,8.5,2,7.125,10.75,2.5875,1.5,2,632.11,34.93634242,272,191.8587261,99.69923565,625.0737325,Standard
2687,Eva Kuehnenx,71830.44,6110.87,7,3,19,3,21.125,10.75,7.105,3,1,745.75,35.25096186,324.5,119.4534418,109.7187959,509.7680753,Good
2688,Eva Taylorb,102665.07,8737.4225,5,3,15,6,23.625,19.125,20.265,8,1,969.83,31.74206269,98.5,473.1944774,133.9382145,261.839372,Standard
2689,Eva Taylorn,70902.06,5898.505,4,3,5,2,6.125,7.75,4.88,4.5,2,720.71,34.82527819,295.5,59.70966352,75.50065913,583.6055497,Good
2690,Evaa,107780.105,8789.175415,3.5,4,14.5,5,16.5,7.625,10.53,3.3125,2,1500.045,32.53492227,271,222.1785817,128.6774808,564.8805493,Standard
2691,Evab,15350.03,998.1691667,6,4,34,3,23.875,13.625,18.85,11.25,1,2087.18,32.90806189,151.5,31.92462194,17.81897665,285.0697269,Poor
2692,Evag,46594.84,3696.403334,2.5,4.5,10.5,2.5,13.625,12.625,7.0725,4.5,2,631.49,31.98246831,248.625,74.86289555,32.21917903,382.178715,Good
2693,Evan,75742.32,6361.86,9,6,30,5,59,24.75,1.82,11.75,0,1513.12,33.09747338,134.5,279.3879078,60.15399385,343.0250248,Poor
2694,Evao,18019.14,1742.595,5,5,19,4,15.25,15.875,18.17,8,1,1475.32,32.66936358,215.5,55.05032975,61.29220824,285.4620891,Standard
2695,Evaq,61435.6,5333.633333,8,3,10,2,15.375,10.125,18.92,8.75,1,412.38,31.02337564,64.5,95.5843823,64.25540423,397.51015,Standard
2696,Evar,16680.275,1309.704958,7,6.5,21.5,3.5,18.0625,17.9375,4.9275,8,0,1277.365,31.44428902,130.0625,35.03857801,17.82455185,294.3783495,Poor
2697,Evat,70779.18,5861.265,0.625,3.625,9,4,13.5,0.375,3.985,4,2,1340.31,31.35813053,253.5,131.3483116,54.93861713,405.6882291,Good
2698,Evav,22324.105,1723.342083,1,4,4,3,12.5,10.625,8.97,1,2,874.44,30.17851117,373.625,45.02575122,43.82207663,283.1887614,Good
2699,Evax,54060.45,4302.0375,8,7,29,6,16.625,22.125,7.295,11,0,2132.13,33.94189994,76.5,210.2237403,54.18588812,275.6509906,Poor
2700,Eveline Danubratac,27099.11,2110.259167,8,4,8,0,5.625,13.75,6.59,2,1,186.93,33.22373895,212.5,0,72.0901347,336.6694019,Standard
2701,Eveline Danubratae,45558.94667,3841.245556,3.666666667,6.666666667,17,2.666666667,12.625,8.625,3.025,2.75,1,716.6166667,32.68859118,340.5,70.8877946,62.55219011,390.2709269,Standard
2702,Eveline Danubratah,92201.25,7590.4375,3,7,15,1,25.125,13.5,6.88,5,1,1020.05,36.43536855,133.875,48.88074476,106.0310996,755.4847581,Standard
2703,Eveline Danubratam,9127.26,991.605,7,9,26,2,38,23.125,1.525,12.625,0,1399.89,30.95499736,102.5,12.88116184,0,304.3122287,Poor
2704,Eveline Danubratau,21596.24,1962.686667,4,6,6,2,5,5.875,9.06,4,2,128.19,30.75956284,197.5,34.93664091,30.52986557,292.4240685,Good
2705,Evelinew,15968.78,1499.731667,8,7,8,6,12.625,20,13.93,8.5,1,279.78,35.29850351,197.625,41.78674943,18.9146289,297.2472968,Standard
2706,Evelinex,146861.12,12514.42667,4,7,9,3,20.375,17.5,16.25,8,1,1368.79,37.40222712,113.5,310.4369289,88.57160555,806.7998548,Good
2707,Ewingw,45245.52,3533.46,5,3,16,3,26,16.125,14.27,9.5,1,2057.39,32.18793567,77.5,86.08896255,30.48175532,355.8889735,Standard
2708,Fabi Chenq,79691.7,6704.975,3,5,10,0,13.625,4.25,1.28,4.625,2,472.29,33.95964401,305.5,0,88.1394415,653.4938753,Poor
2709,Fabi Fergusc,8956.355,812.3629167,9,6,30,9,49.625,18.875,17.89,9,0,2923.69,30.61856191,161.5,50.79462591,19.80005466,244.018599,Good
2710,Fabi Fergush,53143.17,4554.5975,8,8,18,7,41.625,14.875,5.66,8.375,0,3687.18,30.99856321,71.625,220.1441269,38.40383834,273.2343638,Poor
2711,Fabiang,32077.74,2905.145,5,4,5,0,16.625,9.625,8.52,8.5,1,255.82,34.65651064,76.5,0,51.41772762,375.4074081,Standard
2712,Fabib,16645.16,1489.954166,8,5,9,1,23.125,19.75,6.205,4.75,1,896.57,33.48790652,324.5,86.48760952,19.62726641,328.5966202,Standard
2713,Fabic,9897.565,1073.797083,10,10,25,9,41.5,19,22.205,11.75,0,2546.75,33.81193965,84.5,68.13850781,18.50112674,267.9061868,Poor
2714,Fabii,140919.04,12025.25333,7,3,6,5,13,11.625,16.23,7.75,1,775.02,30.93918393,122.5,352.9381413,182.3881333,453.8091074,Good
2715,Fabir,30269.71,2420.613476,6,5,7,3,17.5,19.75,8.025,0,1,838.05,32.73340125,188.5,273.9186513,31.5478601,390.5429503,Standard
2716,Fabis,123388.83,10405.4025,1,4,3,2,14.375,10,5.115,0,2,869.62,34.80529412,395.5,114.3056508,146.3759747,837.3214929,Standard
2717,Falloonl,16451.96,1243.996667,8,5,27,6,52.875,19.125,20.025,7.625,0,3137.43,27.6321398,42.5,71.61186066,11.4926967,233.1794151,Poor
2718,Falloonm,16232.14,1496.678333,5,7,25,2,22.75,19.625,19.15,12,1,2446.43,33.4849211,70.5,14.97768345,35.73983081,300.2070343,Poor
2719,Falloonr,8892.36,833.03,8,6,34,8,37.5,18.375,29.89,12,0,2838.2,30.96752412,127.5,35.67802095,19.11685067,257.3541366,Poor
2720,Falloonz,22244.25,2007.6875,0,5,12,1,0,7.375,5.03,3,2,1431.94,30.94433786,395.5,16.22704781,31.70241283,348.9876355,Good
2721,Fang Yanm,22222.15,1814.845833,7,6,20,4,27.875,9,14.91,8,1,81.68,35.11096254,329.5,44.47064856,13.23347978,279.2375678,Standard
2722,Fang Yanp,29367.88,2132.953385,4,6,6,2,23.375,7.875,15.525,4,1,1392.93,32.60853343,227.5,141.0153863,14.70894737,355.5798945,Standard
2723,Farah Mastere,35469.07,2935.755833,4,5,6,0,4.25,6.625,2.13,4,2,545.48,30.60652277,214.5,0,22.19693976,417.3870312,Poor
2724,Farah Masterf,15855.34,1198.278333,7,7,15,7,9.5,20.75,11.185,6,1,1332.7,29.98304495,124.5,60.21398983,0,267.3713682,Poor
2725,Farahf,24376.2,2278.35,4,7,10,1,11,16.375,7.675,1,1,1109.03,33.57733859,260.5,10.83592887,26.80611501,331.57013,Standard
2726,Farahj,37937.56,3129.463333,10,6,30,9,40.375,24,22.415,6,0,3339.22,31.91640096,77.5,243.0830684,21.2992932,209.22817,Poor
2727,Farahn,99600.92,7453.437941,6,3,9,1,27.625,8.125,9.915,1.5,1,490.95,32.66327483,324.5,483.9860298,68.6777844,662.3861386,Good
2728,Farahs,105950.76,8905.23,6,5,12,1,20.125,16.75,10.18,6.125,1,746.19,36.29846933,360.5,46.54472119,72.46380996,763.6721255,Standard
2729,Fargef,14403.86,1032.321667,4,4,13,0,28.5,10,4.705,4,1,1431.62,32.42911862,376.5,0,35.45150988,301.2887711,Standard
2730,Fathiya Dahrule,61683.18,4941.265,4,3,3,4,11.125,6.125,7.415,2.875,2,629.16,31.18112043,266.5,128.3843569,101.8931006,397.5625809,Good
2731,Fayen Wongk,69886.64,5273.754457,4,6,3,1,10,1.125,7.52,2,2,683.01,32.86958921,210.5,357.2339212,69.92827808,520.739713,Standard
2732,Fayenw,114007.88,9685.656667,7.5,3.5,13,4,27.375,18.125,4.61,3.5,1,457.54,35.29989196,239.5,253.0152869,67.68798171,590.0155587,Standard
2733,Fayeny,99663,8551.25,5,3,7,4,12.625,0.25,10,4,2,96.62,32.2349767,248.5,293.3183174,110.6762038,463.2004464,Good
2734,Feastp,44135.19,3690.9325,5,4.5,11,4.5,10.875,8.375,5.2675,5.375,2,1254.525,33.49806347,280.5625,109.4981925,33.07301399,370.3699208,Good
2735,Feldmanh,19582.95,1369.298568,4,4,31,6,11.5,19.25,8.505,9.5,1,2556.35,29.25489891,145.5,113.1601043,46.46072484,272.2848392,Poor
2736,Feliciano Tiseraj,71716.6,5667.035122,3,5,9,3,10.625,20.75,8.15,7,1,418.54,35.166795,199.5,535.6412963,72.98199961,557.4148471,Good
2737,Felipe Iturrietae,40167.84,3532.32,7,5,5,1,7.5,16.25,13.09,4,1,277.38,35.50486383,204.5,19.02528025,41.93667294,504.9104206,Standard
2738,Felsenthalc,50543.905,4058.492084,5.5,4,13,1.5,20.5625,7.375,10.0075,3.5,2,1147.82,30.22900625,201.5625,61.48409752,61.2553523,394.2550989,Standard
2739,Felsenthald,20397.51,1413.7925,5,2,9,4,16,10,2.46,2.25,2,452.79,33.13250758,275.5,52.94486524,17.20596547,258.4585453,Good
2740,Felsenthalf,53466.6,4156.55,9,6,26,3,20.875,17.625,9.76,9.5,1,1402.55,33.8071218,120.5,90.88752347,85.28668894,373.1279662,Poor
2741,Felsenthalg,35643.345,2905.77875,3.5,5,3.5,4,9.1875,4.0625,6.5025,3,2,894.55,31.05483186,287.0625,85.39050054,31.34834125,337.6112119,Standard
2742,Felsenthali,83990.68,6776.223333,7,5,18,5,51.875,19.625,1.765,9,0,4857.4,29.69019857,139.5,336.5829611,76.4611064,253.373421,Poor
2743,Felsenthalq,34604.52667,2824.043889,4.666666667,5,13.66666667,4,15.16666667,11.33333333,13.66166667,2.833333333,1,1698.943333,30.43997253,208.2083333,92.60232142,43.824443,319.1770756,Poor
2744,Felsenthalv,21788.135,1785.677917,8,7,18,7.5,27.4375,20,10.535,10.75,0,3162.905,32.18686359,89.0625,108.7318868,35.76902298,226.126383,Poor
2745,Fentonb,85432.84,7279.403333,5,4,16,1,12.5,10.125,4.62,3.5,1,295.87,34.94008697,392.5,41.12289025,91.54252428,634.9221021,Standard
2746,Fergus Jensens,77326.84,6627.903333,4,4,9,1,2.125,0.375,1.315,3,2,469.43,32.31756192,281.5,37.30993517,84.41313752,535.6245748,Good
2747,Fergus Jenseny,18094.55,1570.879167,9,10,18,7,36.625,19.25,27.845,12,0,2673.3,30.33582504,96.5,99.26816949,10.79985456,242.880644,Poor
2748,Fergusf,49441.62,4419.135,9,10,15,5,50.625,16.875,22.225,8.25,0,3119.6,31.54283221,8.875,176.4840285,52.78704381,348.9335602,Poor
2749,Ferraroi,15049.89,971.1575,6,4,17,5,11.75,14.625,15.21,12,1,1886.54,27.24314483,223.5,46.60328791,11.00646621,262.6654134,Poor
2750,Ferrarol,19577.155,1659.429583,3,2,1,2,3,5.5,5.065,3.625,2,1140.51,33.54778043,212.5,20.76029447,46.39256078,297.638986,Good
2751,Ferrarot,15035.19,1214.9325,9,5,16,5,61,19.75,5.605,12.125,0,1447.52,32.92176343,151.5,39.94969316,41.73804952,286.9665829,Poor
2752,Ferreira-Marquesb,172259,14488.91667,1,5,8,0,1.25,1.25,1.945,5.5,2,390.13,36.70942947,235.5,0,130.4698252,642.2216777,Good
2753,Ferreira-Marquesf,35455.23,2913.6025,0,4,1,2,13.25,8.5,4.53,3.5,2,33.16,33.12820225,194.5,46.57969204,27.15567446,356.4532279,Good
2754,Ferreira-Marquesl,64514.31,5353.1925,7,6,14,3,29.375,8.25,12.63,10,1,374.51,33.87229487,217.5,98.00331867,73.10089401,481.708145,Standard
2755,Ferreira-Marqueso,7377.215,424.7679167,8,10,18,7,51.875,22.25,10.735,11.25,0,1418.65,30.55882349,73.5,26.56535511,0,267.5403374,Poor
2756,Ferreira-Marquest,19711.14,1490.595,1,4,11,1,4.625,11.375,5.355,2.625,2,334.63,29.39238001,251.5,14.42456576,24.44070285,302.5678902,Poor
2757,Ferreira-Marquesv,20058.555,1817.54625,5,3,4,3,11.125,4.5,3.19,2.75,2,390.98,32.1303832,190.5,35.39825995,33.40641532,303.0359336,Good
2758,Ferreira-Marquesy,50155.74,4312.645,4,7,18,6,19.5,16,15.89,8.5,1,2358.09,31.18833926,161.5,187.5774228,37.30615057,279.839513,Standard
2759,Ferreira-Marquesz,137123.88,11198.99,2,1,6,3,13.625,4.875,9.88,1,2,1227.49,33.82455212,218.5,299.9941207,130.2237072,557.1779007,Standard
2760,Ferreiras,24363.78,1792.315,3,3,19,2,8.125,16,15.79,4,1,242.11,32.34434255,385.5,32.81755487,29.59849681,342.8045634,Standard
2761,Ferris-Rotmanl,83265.72,6899.81,7,8,30,6,39.625,14.875,2.96,8.625,0,2224.91,31.6441361,70.5,296.6094942,46.09221264,384.6127658,Poor
2762,Fincherv,23838.09,2031.5075,5,6,13,4,23.875,9.75,7.15,7,1,802.3,31.28239926,361.5,53.30809889,13.76918352,310.8290181,Standard
2763,Finerenu,17646.25,1230.520833,4,6,14,4,26.25,19.75,18.7,4.5,1,414.4,32.01339194,84.5,40.65314276,38.78055126,290.2620047,Standard
2764,Finkle Noele,56545.44,4619.12,8,8,27,7,41.625,24.125,4.79,8.5,0,2493.18,31.4255172,160.5,184.6756463,38.04339098,362.6096642,Poor
2765,Finklem,54236.86,4427.738333,3,6,7,0,25.375,13.625,6.695,4,1,1126.89,31.43426988,215.5,0,52.38397418,541.5339041,Standard
2766,Finkleu,106141.53,8177.803305,4,3,7,2,1.125,2,6.845,4.5,2,532.22,35.92997209,218.5,844.774339,59.06439569,769.3089781,Good
2767,Finleyh,10196.61,574.7175,8,7,20,6,13.5,12.75,15.505,8.75,1,699.6,30.88292215,179.5,39.5522547,0,258.6795651,Standard
2768,Finnl,18157.95,1144.649682,6,7,28,2,26.125,13.125,8.155,13.5,1,1795.88,30.81251287,98.5,168.4752129,34.07355957,285.2507193,Poor
2769,Finnt,43450.25,3711.854167,0,3,4,2,5.625,0.25,6.72,2,2,588.59,31.34013339,278.5,41.39964367,51.22271302,419.3606746,Good
2770,Finny,28570.38,2308.865,4,5,18,1,7.5,11.875,11.075,1.875,1,1204.12,29.79365972,263.5,18.02350174,70.54897806,376.3067519,Standard
2771,Fiona Laut,32160.08,2480.006667,5,6,12,4,28.375,9.125,7.505,1,1,317.33,33.12317306,287.5,76.87375541,19.14718992,320.773271,Standard
2772,Fiona Lauu,77874.09,6502.5075,8,3,16,2,22.375,20.25,11.895,10.5,1,127.88,36.19239985,360.5,99.6677271,93.26291232,541.3921072,Standard
2773,Fiona Ortizj,89254.77,7227.8975,8,5,18,1,30.125,13.625,3.45,6,1,997.64,31.8184976,305.5,63.25482346,84.06653681,501.1788903,Standard
2774,Fiona Ortizm,8083.14,922.595,4,7,15,7,23,8,13.2,5.75,1,1964.82,33.94880294,212.5,29.61662986,29.86258958,274.1584972,Standard
2775,Fiona Ortizn,12593.445,763.45375,4,4,7,2,6,12.125,8.795,5,1,43.68,33.95431632,198.5,18.94454818,16.1596236,283.8438787,Standard
2776,Fiona Ortizu,151515.68,12885.30667,1,6,11,3,14.125,10.5,2.68,4,2,1078.49,32.4326911,217.5,482.4367911,188.9807476,475.7199191,Poor
2777,Fiona Ortizx,17992.775,1769.397917,3,5,6,0,6.875,11.5,7.61,2.5,2,565.22,29.96861516,230.5,0,14.78725004,361.8059927,Poor
2778,Fiona Shaikht,55100.76,4763.73,6,6,20,2,6.5,9,16.765,8.25,1,916.34,31.36569251,106.5,60.01375335,53.29642972,440.1712262,Standard
2779,Fionag,36496.38,2934.365,8,3,30,3,12.25,18,12.21,10,1,1328.69,33.9888965,73.5,45.81234946,21.23724997,390.3666325,Poor
2780,Fionam,20346.15,1901.5125,10,6,24,8,29.625,18,5.19,13.5,0,1543.16,30.62103731,94.5,72.29389799,17.24205603,284.2961866,Poor
2781,Flahertyn,43139.76,3594.98,8,7,27,7,32.25,18.75,8.16,10.5,0,2449.21,32.66934166,210.5,169.8761638,35.69936001,273.0487704,Poor
2782,Flaki,16063.455,1142.62125,8,6,7,2,16.625,19.625,14.79,8.375,1,355.79,29.46058539,193.5,22.05965069,55.04545071,294.3740752,Standard
2783,Flakj,9533.995,797.4995833,9,5,25,8,32.125,20.75,19.47,9.5,0,2579.1,30.23987744,91.5,61.36642782,13.21842535,238.1088259,Standard
2784,Flakz,45367.94,4031.661667,4,4,4,2,4.75,19,7.6,3,1,43.92,31.69784272,370.5,68.77066952,42.99563614,455.755394,Standard
2785,Fletcherb,120955.92,10021.66,2,7,4,1,28,7.25,6.21,4.875,2,369.36,34.65524191,254.5,57.50516925,86.71843765,807.4705405,Poor
2786,Fletcherj,7744.305,670.35875,10,8,24,6,29.5,22.875,26.94,12.25,0,4952.14,29.69407133,19.5,25.56238265,0,265.2498659,Poor
2787,Fletcherl,36783.38,3151.281667,10,5,17,7,15.75,21.875,24.225,10.75,0,4555.72,29.73176569,20.5,148.3581178,40.02906872,245.4744963,Poor
2788,Fletcheru,20535.05,1905.254167,7,6,28,5,36.875,16.625,7.345,12.75,0,2165.67,29.88080822,222.5,53.21442386,36.01157324,325.1820686,Poor
2789,Fletcherw,15305.23,1024.039208,8,5,3,4,6.375,19.375,9.82,0,2,1400.42,32.05859293,373.5,108.548248,22.25808987,267.3294908,Poor
2790,Fletcherx,104708.79,8717.7325,0,3,1,3,1.375,9.75,8.35,7.5,2,223.31,33.0122742,241.5,255.7449322,78.60531581,486.8548309,Good
2791,Flitterc,25466.32333,2017.193611,8.333333333,7,25.33333333,5.333333333,34,18.79166667,10.62,10.125,0,2262.73,31.73838654,133.8333333,73.94523821,40.03640093,290.6123138,Poor
2792,Flitterd,9015.625,1019.302083,6,6,19,9,34.625,20.75,18.255,10.5,0,3664.04,30.56938274,60.5,62.15654999,13.68904279,252.6088173,Standard
2793,Flitterg,15139.13,1459.594167,7,7,17,7,42.75,18.625,15.395,9.5,0,3168.37,35.20202626,89.5,79.27214727,31.95278163,231.0194766,Poor
2794,Flitterh,62109.24,5152.77,5,4,15,4,28.875,11.25,7.63,7,1,1308.94,29.52463069,326.625,166.1585477,34.10417738,348.0902523,Standard
2795,Flitterk,21546.93,1561.5775,5,6,20,1,28.5,19.875,11.035,1.375,1,313.06,28.712526,223.5,9.878117784,17.45731549,332.2118086,Standard
2796,Flitterl,99384.72,8236.06,4,6,10,4,4.75,13.875,9.735,1,1,199.26,34.52906926,241.5,249.3459909,90.29513582,454.5490896,Good
2797,Flitterq,44193.12,3534.26,6.25,5.1875,10,0,19.4375,10,18.745,3,1,249.63,31.13129272,275,0,36.18574736,463.7991699,Standard
2798,Flitteru,51711.96,4094.33,7,7,21,8,57.375,21.25,9.075,13.875,0,2665.79,31.20785349,130.5,289.527895,27.66765249,255.6920178,Poor
2799,Flitterx,24436.53,1881.3775,8,6,1,1,23.5,17,5.395,0.125,1,568.82,30.1001629,376.5,10.98401702,29.8538079,338.2860999,Good
2800,Flynna,15277.06,1225.088333,8,8,28,6,20.25,16.75,22.47,10,0,4861.83,33.63077137,92.5,70.51158848,12.38477453,247.8973771,Poor
2801,Flynng,44955.64,3878.303333,4,6,20,0,24.875,9.75,15.95,3.5,1,766.63,35.23873769,203.5,0,28.57551232,441.2946696,Standard
2802,Flynnk,32012.65,2602.169506,4,5,9,3,3.625,6.75,3.965,3.625,2,7.44,31.61423764,247.5,184.1155868,51.4754536,334.7584594,Standard
2803,Flynnp,68824.42,5219.674876,4,1,4,1,10.5,10.125,3.655,4.875,2,1455.38,32.22357628,228.5,245.6853759,55.91077929,507.1104947,Good
